age;employ;address;income;debtinc;creddebt;othdebt;default
31;1;7;69;0.4;0.189336;0.086664;0
55;32;8;229;4.9;3.02967;8.19133;0
20;0;0;18;17.4;0.42282;2.70918;0
39;3;9;42;15.2;3.077088;3.306912;0
37;2;8;55;8;1.6412;2.7588;0
20;0;0;41;4.3;0.470721;1.292279;0
57;10;10;149;10;3.6356;11.2644;0
50;20;15;117;7.6;3.147768;5.744232;0
33;2;7;28;1.6;0.13888;0.30912;0
36;16;10;44;7.4;1.960112;1.295888;0
21;1;0;29;5.7;0.639711;1.013289;0
37;12;11;121;13.6;4.68996;11.76604;0
27;0;4;24;6.1;0.165432;1.298568;1
28;5;5;112;9.9;0.931392;10.156608;0
27;4;5;40;13.2;3.72768;1.55232;0
32;4;3;37;4.1;0.477855;1.039145;1
28;6;5;33;20.5;1.09593;5.66907;1
24;0;2;35;12.1;2.469005;1.765995;1
20;0;0;44;3.9;1.065636;0.650364;0
39;16;4;47;16.5;4.15668;3.59832;0
38;11;8;145;18.5;1.44855;25.37645;0
65;38;11;352;2.5;0.3872;8.4128;0
56;34;19;215;13.9;14.374685;15.510315;0
18;0;0;57;3.1;1.238667;0.528333;1
20;0;1;18;9.5;0.15903;1.55097;0
62;4;13;27;13.2;1.72854;1.83546;0
39;13;8;112;21.2;4.63008;19.11392;1
29;3;2;102;9.8;4.828068;5.167932;1
30;4;6;46;3.9;1.2558;0.5382;0
52;21;14;121;2.4;0.389136;2.514864;0
48;19;11;326;10.6;21.182828;13.373172;1
20;2;0;42;3.1;0.893172;0.408828;1
34;7;3;33;7.5;1.87605;0.59895;1
68;51;26;274;7;8.59264;10.58736;0
47;16;15;51;14.2;3.396498;3.845502;0
37;12;8;29;9.3;0.876525;1.820475;0
36;9;10;35;0.8;0.08652;0.19348;0
30;1;6;107;8.9;1.437973;8.085027;1
24;0;2;21;13.7;1.378083;1.498917;0
24;0;2;49;13.6;3.038784;3.625216;1
31;0;6;34;4.2;0.714;0.714;1
41;15;13;89;9.2;2.554656;5.633344;0
19;0;0;25;24.7;1.228825;4.946175;1
20;0;1;23;1;0.02369;0.20631;0
30;8;5;65;9.2;2.44582;3.53418;0
42;5;12;72;19.3;0.250128;13.645872;0
27;5;5;34;1;0.06018;0.27982;0
24;0;2;38;1.6;0.034048;0.573952;0
38;16;6;71;6.6;1.537008;3.148992;0
24;7;2;29;13.6;0.642872;3.301128;0
48;7;11;80;3.7;0.78736;2.17264;0
49;0;11;77;2;0.20944;1.33056;0
18;0;0;29;25.9;2.388498;5.122502;1
64;11;28;27;2.4;0.082296;0.565704;0
19;3;0;22;10.9;0.472406;1.925594;0
49;2;17;36;23.6;2.659248;5.836752;1
29;1;4;26;6.6;0.507936;1.208064;1
28;3;5;64;9.4;1.034752;4.981248;1
27;4;3;32;6.7;0.555296;1.588704;1
24;0;2;40;8.6;1.204;2.236;0
23;2;2;38;12.2;2.22528;2.41072;1
43;3;8;30;3.1;0.34224;0.58776;0
29;1;5;51;12.5;2.428875;3.946125;0
61;35;9;327;4.6;7.626294;7.415706;0
22;0;1;20;6.5;0.6019;0.6981;1
24;2;3;34;2.4;0.274992;0.541008;0
30;8;3;65;8.8;1.9162;3.8038;0
37;3;4;57;10.8;0.720252;5.435748;1
27;4;1;36;14.7;1.460592;3.831408;1
22;0;1;29;3.7;0.079402;0.993598;0
28;1;3;77;0.2;0.057596;0.096404;0
31;11;4;41;2;0.33784;0.48216;0
44;14;12;68;14.9;1.783232;8.348768;0
69;24;22;84;20.2;5.633376;11.334624;0
26;5;2;42;10.6;2.128056;2.323944;1
51;9;15;96;16.8;0.580608;15.547392;1
20;0;0;77;9.6;3.851232;3.540768;1
24;2;0;43;7.3;1.243044;1.895956;0
53;17;9;59;0.5;0.032155;0.262845;0
29;0;4;28;4.7;0.139496;1.176504;1
52;28;16;368;21.3;24.063888;54.320112;1
28;4;4;20;21.1;0.5697;3.6503;0
35;17;5;160;13.5;9.072;12.528;1
20;0;0;27;10.3;0.386559;2.394441;1
27;0;3;36;4.1;0.729144;0.746856;0
34;2;4;46;22.5;1.21095;9.13905;0
46;13;14;84;9.9;1.713096;6.602904;0
36;4;8;101;6.7;2.091003;4.675997;1
51;4;6;43;3.3;0.195822;1.223178;0
39;20;10;52;19.7;2.325388;7.918612;0
33;4;6;24;27.7;3.204336;3.443664;1
65;38;25;231;9.3;2.019402;19.463598;0
35;10;8;263;4.9;9.265753;3.621247;1
41;22;7;226;17.4;7.117644;32.206356;1
23;0;1;33;1.7;0.244035;0.316965;0
23;5;1;23;24.3;3.504303;2.084697;1
34;0;5;120;6.4;5.55264;2.12736;1
18;0;0;30;19.8;2.29878;3.64122;1
29;3;2;26;7.8;0.458328;1.569672;0
38;13;12;204;19.5;15.43464;24.34536;1
32;8;5;44;13.7;1.350272;4.677728;0
34;12;7;58;19.9;2.493072;9.048928;0
37;14;4;67;13.4;2.118808;6.859192;0
37;4;6;53;15.5;1.26511;6.94989;0
37;4;6;30;4.6;0.71208;0.66792;0
45;16;13;53;5.7;0.933489;2.087511;0
48;4;12;57;12.1;2.462229;4.434771;0
36;12;5;55;5.8;1.19625;1.99375;0
26;1;3;42;1.5;0.08379;0.54621;1
60;31;22;170;8;8.772;4.828;0
37;2;9;31;9.6;1.538592;1.437408;0
27;1;2;21;14.4;0.517104;2.506896;0
26;6;2;46;9.8;0.3381;4.1699;0
32;7;5;34;10.7;0.516596;3.121404;0
23;0;1;16;7.8;0.351936;0.896064;0
58;18;13;54;4.2;0.821016;1.446984;0
34;0;7;26;1.9;0.175864;0.318136;0
30;0;4;17;4.9;0.411502;0.421498;1
25;2;3;52;7.7;1.073072;2.930928;0
24;3;2;24;10.7;1.982496;0.585504;0
34;1;7;40;17.6;1.67552;5.36448;1
64;7;26;24;6.5;0.29172;1.26828;0
29;2;5;34;19;1.02714;5.43286;1
21;1;1;29;0.9;0.023229;0.237771;0
50;9;11;24;15.7;0.58404;3.18396;0
25;0;2;29;15.7;1.825753;2.727247;1
27;6;5;20;13.2;1.44408;1.19592;0
25;4;3;41;18.4;2.006704;5.537296;0
27;3;5;41;4.8;0.554976;1.413024;1
26;4;4;31;5.5;0.25234;1.45266;0
49;6;12;49;1.7;0.504798;0.328202;0
41;0;8;39;29.1;2.15631;9.19269;1
30;4;2;55;5.5;1.452;1.573;0
37;16;8;43;5.6;0.642936;1.765064;0
34;9;3;62;8;0.3968;4.5632;0
50;23;11;104;4.8;0.933504;4.058496;0
28;4;2;58;12.6;2.477412;4.830588;1
19;0;0;20;3.1;0.25978;0.36022;1
25;0;1;31;3.9;0.368745;0.840255;1
18;0;0;15;12.2;0.366;1.464;0
24;0;2;32;5.6;0.249088;1.542912;1
30;5;6;26;14.8;0.973544;2.874456;1
36;1;4;55;19.6;6.3602;4.4198;1
32;0;5;38;3.7;0.181374;1.224626;1
41;2;7;94;7;1.16466;5.41534;0
47;28;11;189;3.2;4.179168;1.868832;0
57;26;22;78;5.8;1.239576;3.284424;0
26;4;3;34;19;0.67184;5.78816;1
34;6;5;65;14.4;4.97952;4.38048;1
33;0;7;64;10.6;2.686464;4.097536;0
53;9;11;97;22.3;9.214806;12.416194;1
61;20;17;91;4.3;1.259986;2.653014;0
18;0;0;14;4.3;0.149898;0.452102;0
21;0;1;18;12.1;0.58806;1.58994;0
28;7;2;52;22.1;6.78028;4.71172;1
34;4;8;49;3.1;0.036456;1.482544;0
20;2;0;16;4.7;0.253424;0.498576;0
34;11;6;54;10.6;3.11958;2.60442;0
22;0;1;14;2.5;0.2583;0.0917;0
34;8;7;30;24.3;0.21141;7.07859;0
18;0;0;18;13.1;0.921978;1.436022;1
41;21;9;64;0.3;0.120576;0.071424;0
46;4;7;67;3.4;0.760852;1.517148;0
21;0;1;20;2.2;0.10076;0.33924;0
51;19;16;47;22.7;3.275383;7.393617;0
27;0;3;25;22.9;1.08775;4.63725;1
35;15;3;30;21.3;1.28439;5.10561;0
22;0;2;26;6;0.0156;1.5444;0
65;38;13;143;11.1;1.174602;14.698398;0
43;5;11;27;21.2;2.827656;2.896344;1
23;0;2;23;18;0.50922;3.63078;1
66;43;22;152;9;5.0616;8.6184;0
25;3;2;48;8.2;2.865408;1.070592;1
35;0;11;84;3.4;1.182384;1.673616;0
19;0;0;20;12.8;1.14176;1.41824;0
25;1;1;20;6.9;0.42504;0.95496;1
23;0;1;62;3;0.558;1.302;1
23;2;1;40;21.2;2.65424;5.82576;1
49;12;11;85;4.5;2.291175;1.533825;0
45;6;10;59;10.6;3.802432;2.451568;0
45;10;13;45;2.9;0.18531;1.11969;0
32;6;7;31;5.2;0.37882;1.23318;0
28;0;4;60;0.5;0.0825;0.2175;0
44;22;9;131;7;0.8253;8.3447;0
49;20;9;140;9.9;4.42134;9.43866;0
19;0;0;19;4.4;0.0627;0.7733;0
34;0;6;24;9.4;0.076704;2.179296;1
51;2;15;34;7.2;1.767456;0.680544;0
28;4;4;25;34.8;1.044;7.656;1
51;20;18;512;6.5;6.8224;26.4576;0
24;0;1;63;26.9;7.185528;9.761472;1
41;9;14;87;4.4;0.777084;3.050916;0
23;0;1;35;15;0.399;4.851;1
33;3;7;19;17.2;0.369284;2.898716;1
42;18;5;176;5.6;3.912832;5.943168;0
20;0;0;16;3.5;0.23016;0.32984;1
27;3;4;26;2.6;0.093964;0.582036;0
34;9;3;29;11.6;1.063024;2.300976;1
20;0;0;34;12.9;0.89913;3.48687;1
66;9;23;54;15.8;1.339524;7.192476;0
19;0;0;20;12.7;1.21666;1.32334;0
33;2;7;79;23.7;10.466157;8.256843;1
22;1;1;17;25.4;2.379218;1.938782;1
40;5;7;43;23.9;3.689443;6.587557;1
55;25;12;73;19.1;5.800288;8.142712;0
25;1;1;15;8.9;0.559365;0.775635;1
23;0;1;30;6.9;0.55476;1.51524;0
37;13;5;225;1.1;1.418175;1.056825;0
18;0;0;21;6.6;0.07623;1.30977;1
23;4;1;22;3.8;0.077748;0.758252;0
27;2;2;55;11.7;0.54054;5.89446;1
42;6;8;20;15.3;1.43208;1.62792;1
31;9;6;23;7.8;0.446706;1.347294;0
33;9;5;34;12.7;3.160776;1.157224;1
58;26;21;132;2.4;0.975744;2.192256;0
58;24;24;138;3.9;2.857842;2.524158;0
48;12;12;51;4.3;0.2193;1.9737;0
26;2;4;55;11;4.6948;1.3552;1
28;2;5;18;11.9;0.317016;1.824984;1
22;4;1;21;9;0.86562;1.02438;0
18;0;0;18;8;0.40464;1.03536;0
57;4;12;61;2.3;0.109434;1.293566;0
19;1;0;24;12.3;1.109952;1.842048;1
31;4;5;36;22.4;0.153216;7.910784;0
18;1;0;18;8;0.74016;0.69984;1
23;0;1;18;4;0.05328;0.66672;0
19;0;0;14;8.2;0.377692;0.770308;1
29;0;4;70;16.5;8.21205;3.33795;1
29;8;5;39;11.6;3.25728;1.26672;1
25;2;3;24;3;0.15408;0.56592;0
18;0;0;24;0.9;0.126144;0.089856;1
40;4;6;87;1.2;0.860256;0.183744;0
31;11;8;36;4.7;0.125208;1.566792;0
52;2;12;84;3.1;0.203112;2.400888;0
37;18;3;39;26.9;5.45532;5.03568;1
40;18;13;84;6.2;0.942648;4.265352;0
18;0;0;17;11.9;0.165886;1.857114;1
45;24;14;69;3.2;1.333632;0.874368;0
34;11;6;52;12.9;4.165668;2.542332;0
19;0;0;21;12.6;1.225098;1.420902;1
25;3;1;27;16.9;1.085994;3.477006;0
53;30;12;220;12.9;2.80962;25.57038;0
30;4;4;39;11.6;1.393392;3.130608;0
49;23;11;178;19.4;5.594184;28.937816;0
21;2;1;23;3.5;0.25438;0.55062;0
40;0;12;21;36.6;4.350276;3.335724;1
18;0;0;23;11.5;0.66125;1.98375;1
18;0;0;15;8;0.2244;0.9756;0
34;10;6;50;5.3;0.583;2.067;0
33;5;8;27;20.6;1.090152;4.471848;0
45;23;10;55;13.3;1.455685;5.859315;0
40;15;13;111;9.6;1.875456;8.780544;0
49;4;11;36;9.9;1.357884;2.206116;0
27;0;4;31;3.7;0.284456;0.862544;0
52;26;12;77;28.6;5.263258;16.758742;0
23;1;2;30;18.2;1.37046;4.08954;1
39;16;10;46;11.3;1.450242;3.747758;0
20;0;1;28;9.8;0.65856;2.08544;0
26;0;3;23;10.9;1.707267;0.799733;1
62;23;22;124;23;19.05136;9.46864;1
39;1;9;27;1.4;0.097902;0.280098;0
26;5;2;47;21.7;6.139798;4.059202;1
35;15;8;66;3.3;1.054152;1.123848;0
46;11;9;136;4.9;3.272024;3.391976;1
47;17;17;61;7.5;3.124725;1.450275;0
56;3;16;38;18.7;3.716438;3.389562;1
21;0;1;33;9.1;1.048047;1.954953;1
29;0;5;33;5.8;0.578028;1.335972;0
28;3;5;53;5.7;1.57092;1.45008;1
28;3;3;61;16.1;3.162362;6.658638;1
30;4;6;30;10.8;1.03032;2.20968;0
20;1;0;22;10.1;0.142208;2.079792;1
24;0;2;29;9.6;1.038432;1.745568;1
29;5;4;73;25.1;2.180437;16.142563;1
19;0;0;15;9.5;0.397575;1.027425;1
63;29;19;208;16.6;21.890752;12.637248;1
39;17;9;90;6.8;3.44556;2.67444;0
22;0;1;30;3.4;0.153;0.867;0
30;2;4;34;11.6;1.392232;2.551768;0
24;4;2;24;18;1.6416;2.6784;1
25;1;2;66;4.2;0.5544;2.2176;1
22;2;1;39;4.7;0.500409;1.332591;0
35;0;9;36;13.3;0.986328;3.801672;0
51;14;16;161;1.4;0.565754;1.688246;0
65;0;25;57;6.2;1.67865;1.85535;0
38;14;7;192;28.9;5.27136;50.21664;1
28;8;4;24;24.6;4.07376;1.83024;1
30;2;5;27;10.6;0.735534;2.126466;0
22;0;2;46;8.6;1.764376;2.191624;1
19;0;0;28;7.5;1.5141;0.5859;1
48;24;18;66;4.4;0.31944;2.58456;0
18;0;0;16;8.3;0.173968;1.154032;1
29;1;5;39;10.3;2.984631;1.032369;1
37;0;9;37;16.2;0.92907;5.06493;0
23;0;1;73;0.7;0.251923;0.259077;0
27;4;5;41;6.1;1.653161;0.847839;1
38;10;11;63;12.2;2.759274;4.926726;0
39;10;7;45;25;1.76625;9.48375;0
28;4;3;48;24.3;3.335904;8.328096;1
54;2;19;35;6.4;0.93184;1.30816;0
39;12;10;98;1.6;0.1568;1.4112;0
19;0;0;26;17.2;2.647424;1.824576;1
71;2;13;23;10.1;1.435614;0.887386;0
24;4;2;21;3.8;0.359898;0.438102;0
28;3;4;20;9;0.3672;1.4328;0
21;4;1;15;7.3;0.053655;1.041345;0
36;8;2;42;3.1;0.753858;0.548142;0
36;1;8;31;21;0.33201;6.17799;0
23;0;2;20;8.4;0.2436;1.4364;1
28;3;3;25;18.8;1.1562;3.5438;1
26;0;3;31;3.1;0.103788;0.857212;1
36;3;7;45;3.3;0.46629;1.01871;0
32;2;2;55;10.6;1.43418;4.39582;1
24;0;1;56;9.3;1.546776;3.661224;1
19;0;0;55;7.9;0.612645;3.732355;0
28;2;3;22;6.2;0.758384;0.605616;1
40;1;11;32;18.6;3.404544;2.547456;1
33;6;4;121;15.1;3.307051;14.963949;1
34;0;4;23;6.8;0.686596;0.877404;1
19;0;0;30;4;0.5208;0.6792;0
44;17;14;107;13;3.82525;10.08475;0
29;1;6;36;9.3;1.419552;1.928448;1
65;10;18;32;9.9;1.365408;1.802592;0
45;18;11;59;8.9;2.741022;2.509978;0
33;4;8;79;12.6;8.550486;1.403514;1
32;3;5;34;12.4;2.183888;2.032112;0
32;5;6;67;8.4;3.382428;2.245572;0
23;0;1;34;9.2;1.254328;1.873672;1
25;0;2;60;8.4;1.25496;3.78504;0
22;0;1;23;6.2;0.346518;1.079482;1
27;6;2;20;14.3;0.37752;2.48248;0
43;0;10;94;19.9;6.322628;12.383372;1
53;26;20;249;5.8;7.58205;6.85995;0
24;2;3;22;5.6;0.082544;1.149456;0
43;13;13;62;24.2;8.072152;6.931848;1
25;4;1;33;13.2;1.629144;2.726856;1
26;0;3;24;32;4.416;3.264;1
18;0;0;34;16.3;1.873196;3.668804;1
46;14;10;57;4.7;0.251826;2.427174;0
46;22;10;160;15.5;9.92;14.88;1
52;22;17;87;11.3;0.707832;9.123168;0
35;3;7;54;11;1.16424;4.77576;0
23;1;2;63;16.8;3.143448;7.440552;1
33;7;5;33;6.9;0.678546;1.598454;1
18;0;0;28;8.1;0.843696;1.424304;1
31;11;8;37;5.7;0.824619;1.284381;0
30;4;3;62;14.8;1.532392;7.643608;1
23;2;2;32;3;0.2784;0.6816;0
42;1;5;50;9.6;2.6016;2.1984;0
21;0;1;21;6.3;0.829521;0.493479;1
35;15;8;55;10.2;3.366;2.244;0
26;5;1;47;6.2;1.827078;1.086922;0
75;50;18;460;19.6;26.68736;63.47264;1
22;0;2;32;3.7;0.310208;0.873792;1
19;0;0;21;5.6;0.137592;1.038408;0
28;3;2;22;11.5;0.86526;1.66474;0
22;0;1;45;13.6;1.87272;4.24728;0
30;4;4;45;10;2.1285;2.3715;0
24;0;1;53;16.1;5.094201;3.438799;1
20;0;0;33;9.4;0.549054;2.552946;1
38;18;7;53;5.2;1.201616;1.554384;0
20;0;0;22;5.1;0.357918;0.764082;1
28;0;4;57;12.4;4.52352;2.54448;1
23;0;2;25;4.2;0.15855;0.89145;0
21;0;1;22;8.5;0.08228;1.78772;0
23;0;1;28;3.1;0.33852;0.52948;0
19;0;0;22;8.2;0.499708;1.304292;0
26;3;4;33;2.7;0.527472;0.363528;0
19;0;0;23;18.4;0.981824;3.250176;1
24;5;2;37;5.7;0.478743;1.630257;0
19;0;0;33;7.5;0.36135;2.11365;0
34;9;9;34;32.1;2.390166;8.523834;1
26;1;1;31;12.3;1.147713;2.665287;1
63;17;26;103;12.3;3.471306;9.197694;0
31;7;4;30;1.9;0.1653;0.4047;0
22;0;1;28;8.1;0.605556;1.662444;1
34;6;4;41;7.5;1.091625;1.983375;1
45;24;10;86;9.7;1.743478;6.598522;0
22;0;1;31;10.1;0.695082;2.435918;1
21;0;1;44;6.3;1.291752;1.480248;0
65;21;23;42;1.6;0.289632;0.382368;0
24;0;2;17;9.2;0.311236;1.252764;0
25;1;2;35;1.4;0.05929;0.43071;1
32;3;6;56;13.2;1.530144;5.861856;1
21;0;0;36;14.1;1.59894;3.47706;1
23;0;2;34;17;2.16172;3.61828;1
40;17;6;120;10.2;4.32072;7.91928;0
44;2;17;50;2.8;0.5166;0.8834;0
39;4;6;75;5.6;2.6208;1.5792;0
26;3;4;18;12.9;0.401706;1.920294;1
25;1;3;20;2.5;0.174;0.326;0
28;8;4;40;9.8;1.36024;2.55976;1
43;13;12;127;3;0.4191;3.3909;0
28;6;2;112;3.4;0.3808;3.4272;0
40;16;7;33;23.3;2.022207;5.666793;1
31;0;6;26;3.2;0.338624;0.493376;0
29;0;5;37;6.7;0.704036;1.774964;0
54;13;18;105;13.6;1.62792;12.65208;0
42;9;9;49;7.3;1.151794;2.425206;1
39;14;7;94;30.2;10.50356;17.88444;1
36;10;7;101;13.1;7.237357;5.993643;1
55;21;14;91;6.6;2.01201;3.99399;0
21;0;1;15;4.1;0.246;0.369;0
49;3;7;28;6.9;0.846216;1.085784;0
50;27;12;181;2.3;1.79009;2.37291;0
22;0;1;55;27.4;6.22391;8.84609;1
33;3;6;33;5.1;0.895356;0.787644;0
39;9;12;78;4.1;0.345384;2.852616;0
26;3;3;66;4;0.18744;2.45256;0
23;5;1;48;18;1.05408;7.58592;1
19;0;0;31;10.6;0.992372;2.293628;1
32;7;3;33;24.6;4.14018;3.97782;1
19;0;0;19;5.4;0.372438;0.653562;1
33;9;4;22;14.6;0.729124;2.482876;0
55;11;16;88;12.9;5.1084;6.2436;0
21;1;1;30;3.1;0.30969;0.62031;0
47;10;10;39;6.7;0.222105;2.390895;0
24;2;0;32;11;0.83072;2.68928;0
25;5;2;36;2.7;0.528768;0.443232;0
34;9;7;58;28.4;4.974544;11.497456;1
67;7;25;58;11.4;1.58688;5.02512;0
51;22;11;65;18.1;4.906005;6.858995;0
45;26;12;100;7.5;1.695;5.805;0
24;0;2;67;8.9;2.379237;3.583763;1
46;23;14;99;3.2;1.808928;1.359072;0
53;3;15;50;15.7;4.24685;3.60315;0
28;1;4;175;19.4;7.02765;26.92235;1
21;0;0;20;4;0.4832;0.3168;0
28;2;3;47;12.1;0.432212;5.254788;1
51;10;17;144;4.9;0.91728;6.13872;0
27;1;4;38;8.2;0.620084;2.495916;0
18;1;0;15;8.4;0.7434;0.5166;1
62;32;19;86;6.3;3.971394;1.446606;0
30;3;1;35;16.1;0.81144;4.82356;1
19;0;0;21;8.1;0.690606;1.010394;0
76;12;27;53;6.2;1.278254;2.007746;0
22;0;1;19;7.4;0.778924;0.627076;1
26;10;4;43;5.2;0.889928;1.346072;0
18;0;0;30;8.9;0.23496;2.43504;1
30;3;2;23;6.5;0.27807;1.21693;1
36;5;9;50;0.8;0.1192;0.2808;0
30;5;6;36;4.7;0.771552;0.920448;0
42;17;7;66;8.7;1.728342;4.013658;0
18;0;0;30;3.8;0.57228;0.56772;0
28;3;3;47;17.7;2.786865;5.532135;1
48;22;16;196;10.5;7.4088;13.1712;1
42;1;10;32;7.2;0.688896;1.615104;1
33;7;6;63;16.7;2.809107;7.711893;0
26;1;3;35;7;1.21275;1.23725;0
24;0;2;25;5.7;0.6384;0.7866;1
39;4;6;84;3.4;0.405552;2.450448;0
19;1;0;20;25.9;1.93732;3.24268;1
18;0;0;27;6.1;0.915732;0.731268;0
23;0;1;47;12.3;2.104284;3.676716;1
23;5;1;26;5.3;0.1378;1.2402;1
30;1;4;26;8;1.18352;0.89648;0
59;3;14;44;16.6;5.470696;1.833304;1
37;0;8;36;16.1;1.988028;3.807972;1
35;16;6;93;4.7;2.863005;1.507995;0
23;2;0;17;21.3;0.300543;3.320457;1
52;2;18;48;5.4;1.397088;1.194912;0
19;0;0;26;14.3;0.516802;3.201198;1
70;33;17;150;13.3;5.16705;14.78295;0
30;5;6;109;7.8;1.394328;7.107672;0
40;17;5;72;7.3;0.94608;4.30992;0
23;2;2;39;16.6;1.644396;4.829604;0
26;5;3;24;7.9;0.333696;1.562304;0
33;12;9;48;3.7;0.9324;0.8436;0
55;4;19;59;22;6.82748;6.15252;1
46;5;9;40;4.5;0.9774;0.8226;0
32;12;9;27;1.8;0.164754;0.321246;0
18;0;0;35;12.3;0.86961;3.43539;0
18;0;0;27;9.4;0.433998;2.104002;1
23;0;2;33;2.9;0.232551;0.724449;0
41;21;9;56;4.8;1.147776;1.540224;0
22;0;1;21;11.8;0.671538;1.806462;0
33;15;6;71;14.6;2.788454;7.577546;0
24;0;1;128;8.9;3.554304;7.837696;1
23;1;2;28;0.6;0.058632;0.109368;0
37;3;8;41;14.4;2.030976;3.873024;0
43;4;9;26;12.9;1.529424;1.824576;0
31;2;5;45;13.1;1.644705;4.250295;1
20;0;1;28;8.6;0.197456;2.210544;0
24;5;1;26;13.1;1.08992;2.31608;0
28;4;3;23;4.9;0.547722;0.579278;1
53;1;16;46;11.3;2.656178;2.541822;1
26;1;2;63;11.9;0.944622;6.552378;1
21;1;1;24;4.2;0.056448;0.951552;0
22;1;1;29;15.8;2.937062;1.644938;1
44;4;14;65;5.8;1.53439;2.23561;0
29;6;5;27;6.3;0.127575;1.573425;0
28;3;3;31;12.9;2.355411;1.643589;1
41;4;11;56;7.3;2.559088;1.528912;0
64;36;15;145;6.6;3.27294;6.29706;0
44;4;5;15;16.6;0.07968;2.41032;0
21;1;1;23;9.5;0.137655;2.047345;0
50;21;10;88;1.4;0.213136;1.018864;0
18;0;0;20;19;1.33;2.47;1
29;0;4;40;12.5;2.025;2.975;1
38;1;9;28;0.8;0.12768;0.09632;1
30;1;5;65;13.4;4.54662;4.16338;1
27;8;4;29;6.5;0.84825;1.03675;0
28;8;4;45;6;0.7155;1.9845;0
27;9;3;31;6.3;0.267561;1.685439;0
67;40;24;88;6.3;1.419264;4.124736;0
36;12;9;35;8.1;1.051785;1.783215;0
30;3;4;38;11.9;0.795872;3.726128;0
29;7;6;57;4.3;1.044126;1.406874;0
18;0;0;20;16.7;0.46426;2.87574;1
46;20;14;48;2.7;0.935712;0.360288;0
38;6;10;24;16.8;0.556416;3.475584;1
23;0;2;32;7.9;1.223552;1.304448;0
41;6;5;190;1.9;0.86279;2.74721;0
59;7;20;92;7.5;3.0567;3.8433;0
64;42;22;267;13.2;16.952364;18.291636;0
32;7;6;71;19.5;4.12581;9.71919;1
32;4;4;37;3.1;0.320013;0.826987;0
22;0;1;28;19.8;0.44352;5.10048;1
21;3;1;15;11.8;0.41595;1.35405;1
66;18;24;70;2.8;1.00156;0.95844;0
18;0;0;22;4.4;0.148104;0.819896;1
40;16;11;53;1.2;0.424848;0.211152;0
21;0;0;27;2.3;0.220455;0.400545;0
35;2;7;27;0.8;0.103464;0.112536;0
18;0;0;19;14.9;0.135888;2.695112;1
27;3;2;38;9.7;0.44232;3.24368;1
54;15;11;93;13.7;7.988607;4.752393;1
58;2;20;31;3.3;0.498201;0.524799;0
43;3;12;38;6;0.6156;1.6644;0
42;6;14;49;14.7;2.845185;4.357815;0
26;0;3;26;3.3;0.408408;0.449592;0
31;8;6;47;24.6;5.977554;5.584446;1
18;0;0;22;10.2;0.520608;1.723392;1
33;4;4;136;10.1;5.56308;8.17292;1
46;0;7;34;3.9;0.082212;1.243788;0
35;6;9;81;6.8;2.842128;2.665872;0
68;38;25;154;6.2;3.017168;6.530832;0
24;0;2;45;6.7;0.823095;2.191905;0
46;1;10;58;7.6;0.326192;4.081808;0
38;12;9;86;2.4;0.871008;1.192992;0
43;13;10;62;21.9;7.902396;5.675604;1
20;0;0;27;1;0.10827;0.16173;1
23;0;1;24;26.9;0.400272;6.055728;1
45;8;12;41;14.8;0.260924;5.807076;0
37;7;2;29;4.3;0.168345;1.078655;0
51;29;14;285;16.6;14.80803;32.50197;0
18;0;0;31;9.1;0.490854;2.330146;1
33;2;6;66;3.1;0.832722;1.213278;0
37;8;7;62;23.9;5.808656;9.009344;1
59;22;22;84;16;1.85472;11.58528;0
57;36;18;172;9.2;3.449632;12.374368;0
19;0;0;39;4.4;0.727584;0.988416;0
44;15;17;59;18.3;5.851974;4.945026;1
32;0;4;35;18.1;1.1403;5.1947;1
38;6;11;37;19.1;2.374512;4.692488;1
19;0;0;17;12.4;0.33728;1.77072;1
21;0;1;35;22.7;2.12926;5.81574;1
28;7;3;43;23.4;0.271674;9.790326;1
19;0;0;30;24.3;0.53217;6.75783;1
48;0;12;28;2.6;0.115752;0.612248;0
46;15;13;95;15.4;6.68591;7.94409;0
30;6;5;32;1.5;0.19296;0.28704;0
52;30;13;125;15.7;8.321;11.304;0
33;3;3;36;18;2.18376;4.29624;0
36;10;7;51;13.2;3.453516;3.278484;0
71;13;10;59;24.4;2.66326;11.73274;0
40;12;10;87;5.8;0.544968;4.501032;0
32;5;5;87;10.4;0.461448;8.586552;0
32;12;7;75;7.1;1.549575;3.775425;0
25;1;3;16;4.5;0.38664;0.33336;0
36;8;6;100;19.9;11.5619;8.3381;1
22;0;1;18;3.5;0.32697;0.30303;0
35;9;9;43;14.9;2.517951;3.889049;0
26;4;1;23;8.2;0.350796;1.535204;0
51;23;10;47;2.2;0.342254;0.691746;0
20;0;1;31;18.3;1.951512;3.721488;1
39;7;10;56;10.9;4.071368;2.032632;1
33;6;8;41;2.1;0.024108;0.836892;0
25;6;0;18;16.3;1.86309;1.07091;1
43;8;9;49;6;0.8673;2.0727;0
33;0;5;46;15.7;0.751088;6.470912;0
36;8;8;58;17.2;1.276928;8.699072;0
33;5;7;35;5.2;0.57876;1.24124;0
25;5;2;18;12.6;0.1134;2.1546;1
40;5;9;34;23.3;1.528946;6.393054;0
41;14;9;76;18;9.17928;4.50072;1
28;4;4;20;13.6;0.53312;2.18688;0
19;0;0;20;1.2;0.02688;0.21312;0
